id,title,overview,genres,director,cast,keywords,average_rating,vote_count,poster_url,backdrop_url,release_year
297802,Aquaman,Once home to the most advanced civilization on Earth Atlantis is now an underwater kingdom ruled by the power-hungry King Orm. With a vast army at his disposal Orm plans to conquer the remaining oceanic people and then the surface world. Standing in his way is Arthur Curry Orm's half-human half-Atlantean brother and true heir to the throne.,"Action, Adventure, Fantasy",,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Nicole Kidman, Dolph Lundgren, Yahya Abdul, Mateen II, Temuera Morrison, Ludi Lin, Michael Beach, Randall Park, Graham McTavish, Leigh Whannell, Tainui Kirkwood, Tamor Kirkwood, Denzel Quirke, Kaan Guldur, Otis Dhanji, Kekoa Kekumano, Julie Andrews, John Rhys, Davies, Djimon Hounsou, Andrew Crawford, Sophia Forrest, Natalia Safran, Micah Ohlman, Jack Andrew, Frankie Creagh, Leslie, Sophia Emberson, Bain, Ilya Melnikoff, Hank Amos, Kyryl Koltsov, Patrick Cox, Luke Owen, Robert Longstreet, Devika Parikh, Sonny Le, Jon Fabian, Mabel Tamone, Rita Dinardo, Anthony Standish, Nicolette Bianca, Victor Leto, Vincent B. Gorce, Gabriella Petkova, Oriana Lacono, Pearl Grantham, Noa Tsuchiya, Alice Lanesbury, Nicolas Bosc, Joshua Levinson, Garreth Hadfield","hero, atlantis, half, brother, superhero, based on comic, royalty, shark, duringcreditsstinger, dc extended universe (dceu)",6.898,12470.0,https://image.tmdb.org/t/p/w500/zdw7Wf97vsQ0YnGomxDqfcEdUjX.jpg,https://image.tmdb.org/t/p/original/9QusGjxcYvfPD1THg6oW3RLeNn7.jpg,2018
324857,Spider-Man: Into the Spider-Verse,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider others from across the Spider-Verse are transported to this dimension.","Action, Adventure, Animation, Science Fiction",,"Shameik Moore, Jake Johnson, Hailee Steinfeld, Mahershala Ali, Brian Tyree Henry, Lily Tomlin, Lauren Vélez, Zoë Kravitz, John Mulaney, Kimiko Glenn, Nicolas Cage, Kathryn Hahn, Liev Schreiber, Chris Pine, Natalie Morales, Edwin H. Bravo, Oscar Isaac, Greta Lee, Stan Lee, Jorma Taccone, Joaquín Cosío, Marvin 'Krondon' Jones III, Kim Yarbrough, Lake Bell, Jessica Mikayla Adams, Gredel Berrios Calladine, Sarah D. Cole, Kelby Joseph, Mimi Davila, Claudia Choi, Melanie Haynes, Joseph Izzo, Nick Jaine, Muneeb Rehman, Carlos Zaragoza, Post Malone, David Applebee, Juan Carlos Arvelo, Adam Brown, Jon Bruno, Darcy Rose Byrnes, Oscar Camacho, June Christopher, Alycia Cooper, Michelle Jubilee Gonzalez, Terrence Hardy Jr., Bridget Hoffman, Rif Hutton, Miguel Jiron, Harrison Knight, Lex Lang, Donna Lynn Leavy, Andrew Leviton, Caitlin McKenna, Scott Menville, Christopher Miller, Arthur Ortiz, Juan Pacheco, Devika Parikh, Shakira Ja'nai Paye, Courtney Peldon, Chrystee Pharris, Jacqueline Pinol, Juan Pope, Al Rodrigo, Joseph Sanfelippo, Justin Shenkarow, Dennis Singletary, Warren Sroka, Melissa Sturm, Holly Walker, Jason Linere, White, Ruby Zalduondo, Ruth Zalduondo, Cliff Robertson","superhero, based on comic, aftercreditsstinger, alternate universe",8.406,12468.0,https://image.tmdb.org/t/p/w500/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,https://image.tmdb.org/t/p/original/x2IqsMlpbOhS8zIUJfyl1yO4gHF.jpg,2018
393,Kill Bill: Vol. 2,The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.,"Action, Crime, Thriller",,"Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen, Gordon Liu Chia, hui, Michael Parks, Perla Haney, Jardine, Larry Bishop, Samuel L. Jackson, Lucy Liu, Vivica A. Fox, Julie Dreyfus, Christopher Allen Nelson, Helen Kim, Laura Cayouette, Jun Kunimura, Goro Daimon, Kazuki Kitamura, Akaji Maro, Shun Sugata, Sachiko Fujii, Sakichi Satō, Yoji Tanaka, Sō Yamanaka, Chiaki Kuriyama, Claire Smithies, Issey Takahashi, Sid Haig, Bo Svenson, Clark Middleton, Michael Bowen, Jeannie Epper, Ambrosia Kelley, Shana Stein, Caitlin Keats, Jonathan Loughran, James Parks, Kenji Ohba, Yoshiyuki Morishita","sibling relationship, martial arts, kung fu, showdown, swordplay, katana, mother role, rage and hate, daughter, right and justice, vigilante, single, sword fight, revenge, retribution, aftercreditsstinger, duringcreditsstinger, kill bill",7.9,12423.0,https://image.tmdb.org/t/p/w500/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,https://image.tmdb.org/t/p/original/70EtzaGfO2d8X5n8SLI4s61KuJh.jpg,2004
863,Toy Story 2,Andy heads off to Cowboy Camp leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.,"Animation, Comedy, Family",,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger, Annie Potts, Wayne Knight, John Morris, Laurie Metcalf, Estelle Harris, R. Lee Ermey, Jodi Benson, Jonathan Harris, Joe Ranft, Andrew Stanton, Jeff Pidgeon, Jack Angel, Bob Bergen, Mary Kay Bergman, Sheryl Bernstein, Rodger Bumpass, Corey Burton, Rachel Davey, Debi Derryberry, Jessica Evans, Bill Farmer, Pat Fraley, Jess Harnell, John Lasseter, Nicolette Little, Sherry Lynn, Mickie McGowan, Phil Proctor, Jan Rabson, Carly Schroeder, Madylin Sweeten, Hannah Unkrich, Lee Unkrich, Andi Peters, Dave Foley, Frank Welker","museum, prosecution, identity crisis, airplane, flea market, collector, friendship, buddy, rescue team, garage sale, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life",7.583,12374.0,https://image.tmdb.org/t/p/w500/xVhEI1WCgNCCa5I86AqiwuZoog3.jpg,https://image.tmdb.org/t/p/original/tPK1kSevALeVGPfDFv1pwyHnoJ9.jpg,1999
920,Cars,Lightning McQueen a hotshot rookie race car driven to succeed discovers that life is about the journey not the finish line when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros McQueen gets to know the town's offbeat characters.,"Animation, Adventure, Comedy, Family",,"Owen Wilson, Larry the Cable Guy, Bonnie Hunt, Paul Newman, Tony Shalhoub, Cheech Marin, Michael Wallis, George Carlin, Paul Dooley, Jenifer Lewis, Guido Quaroni, Richard Petty, Michael Keaton, Katherine Helmond, John Ratzenberger, Joe Ranft, Jeremy Piven, Jeremy Clarkson, Dale Earnhardt Jr., Mario Andretti, Michael Schumacher, Jay Leno, Tom Hanks, Tim Allen, Billy Crystal, John Goodman, Dave Foley, Bob Costas, Darrell Waltrip, Richard Kind, Edie McClurg, Humpy Wheeler, Tom Magliozzi, Ray Magliozzi, Lynda Petty, Andrew Stanton, Mike Nelson, Jan Rabson, Jonas Rivera, Lou Romano, Adrian Ochoa, E.J. Holowicki, Elissa Knight, Lindsey Collins, Larry Benton, Douglas Keever, Sherry Lynn, Mickie McGowan, Jack Angel, Michael Bell, Bob Bergen, Susan Blu, Andrea Boerries, Marco Boerries, Rodger Bumpass, Torbin Xan Bullock, Richard Cawood, Scott Clark, Kathy Coates, John Cygan, Jennifer Darling, Paul Eiding, Bill Farmer, Brian Fee, Teresa Ganzel, Craig Good, Jess Harnell, Artie Kempner, Hooman Khalili, Sonoko Konishi, Erik Langley, Danny Mann, Laraine Newman, Teddy Newton, Colleen O'Shaughnessey, Bob Peterson, Steve Purcell, A.J. Riebli III, Dan Scanlon, Stephen Schaffer, Ken Schretzmann, Bob Scott, Matt Staudt, Jay Ward, Jim Ward, Colette Whitaker","car race, success, route 66, porsche, retirement, friendship, road trip, rural area, anthropomorphism, los angeles california, aftercreditsstinger, duringcreditsstinger",6.9,12346.0,https://image.tmdb.org/t/p/w500/u4G8EkiIBZYx0wEg2xDlXZigTOZ.jpg,https://image.tmdb.org/t/p/original/sd4xN5xi8tKRPrJOWwNiZEile7f.jpg,2006
1271,300,"Based on Frank Miller's graphic novel ""300"" is very loosely based the 480 B.C. Battle of Thermopylae where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians and helped usher in the world's first democracy.","Action, Adventure, War",,"Gerard Butler, Lena Headey, Dominic West, David Wenham, Vincent Regan, Michael Fassbender, Tom Wisdom, Stephen McHattie, Andrew Tiernan, Andrew Pleavin, Rodrigo Santoro, Giovani Cimmino, Tyler Neitzel, Eli Snyder, Tim Connolly, Marie, Julie Rivest, Peter Mensah, Arthur Holden, Michael Sinelnikoff, Kelly Craig, Greg Kramer, Alex Ivanovici, Tom Rack, David Francis, James Bradford, Sebastian St. Germain, John Dunn, Hill, Dennis St John, Neil Napier, Dylan Smith, Maurizio Terrazzano, Robert Paradis, Kwasi Songui, Alexandra Beaton, Frédéric Smith, Loucas Minchillo, Nicholas Minchillo, Andrew Shaver, Marcel Jeannin, Jere Gillis, Robin Wilcock, Jeremy Thibodeau, Tyrone Benskin, Robert Maillet, Patrick Sabongui, David Schaap, Leon Laderach, Dave Lapommeray, Vervi Mauricio, Charles Papasoff, Isabelle Champeau, Veronique, Natale Szalankiewicz, Maéva Nadon, David Thibodeau, Jean Michel Paré, Stewart Myiow, Andreanne Ross, Sara Giacalone, Ariadne Bourbonnière, Isabelle Fournel, Sandrine Merette, Attiow, Danielle Hubbard, Elisabeth Etienne, Ruan Vibegaard, Geneviève Guilbault, Bonnie Mak, Amélie Sorel, Caroline Aspirot, Gina Gagnon, Tania Trudel, Stéphanie Aubry, Mercedes Leggett, Stephania Gambaroff, Chanelle Lamothe, Sabrina, Jasmine Guilbault, Manny Cortez Tuazon, Atif Y. Siddiqi, Camille Rizkallah, Trudi Hanley, Neon Cobran, Gary A. Hecker, Deke Richards, Darren Shahlavi, Marc Trottier, Duy Vo Van, Agnieshka Wnorowska, David Leitch","evisceration, javelin, shield, army, epic, based on comic, ancient world, based on graphic novel, ancient greece, s.a.t., warrior, sparta greece, 5th century bc, sparta",7.167,12330.0,https://image.tmdb.org/t/p/w500/9W49fy5G7v9Ed3CXtvMi41YqZtt.jpg,https://image.tmdb.org/t/p/original/eGhjeUbzttA3E4flxdAm8gHz4h4.jpg,2007
137113,Edge of Tomorrow,Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.,"Action, Science Fiction",,"Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson, Noah Taylor, Kick Gurry, Dragomir Mrsic, Charlotte Riley, Jonas Armstrong, Franz Drameh, Masayoshi Haneda, Tony Way, Terence Maynard, Lara Pulver, Madeleine Mantock, Assly Zandry, Sebastian Blunt, Beth Goddard, Ronan Summers, Aaron Romano, Usman Akram, Bentley Kalu, Mairead McKinley, Andrew Neil, Martin Hyder, Tommy Campbell, John Dutton, Harry Landis, Rachel Handshaw, Martin McDougall, Anna Botting, Jane Hill, Erin Burnett, Dany Cushmaro, David Kaye, Jackson, Johnny Otto","deja vu, based on novel or book, restart, dystopia, training, thriller, alien, time loop, military officer, soldier, based on manga, alien invasion, war hero, exoskeleton, soldiers, war",7.598,12326.0,https://image.tmdb.org/t/p/w500/xjw5trHV7Mwo61P0kCTy8paEkgO.jpg,https://image.tmdb.org/t/p/original/4V1yIoAKPMRQwGBaSses8Bp2nsi.jpg,2014
607,Men in Black,After a police chase with an otherworldly being a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.,"Action, Adventure, Comedy, Science Fiction",,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Siobhan Fallon Hogan, Mike Nussbaum, Jon Gries, Sergio Calderón, Carel Struycken, Fredric Lehne, Richard Hamilton, Kent Faulcon, John Alexander, Keith Campbell, Ken Thorley, Patrick Breen, Becky Ann Baker, Sean Whalen, Harsh Nayyar, Michael Willis, Willie C. Carpenter, Peter Linari, David Cross, Charles C. Stevenson Jr., Boris Leskin, Steve Rankin, Andy Prosky, Michael Goldfinger, Alpheus Merchant, Norma Jean Groh, Bernard Gilkey, Sean Plummer, Michael Kaliski, Richard Arthur, Debbie Lee Carrington, Verne Troyer, Mykal Wayne Williams, Tim Blaney, Mark Setrakian, Brad Abrell, Thom Fountain, Carl J. Johnson, Drew Massey, Christina Benitan, Lowell Cunningham, Danny DeVito, John Elsen, Newt Gingrich, Karen Lynn Gorney, Adrian Lee, George Lucas, Patricia McPherson, Isaac Mizrahi, Fred Newman, Joe Paparone, Tony Robbins, Al Roker, Eliot Sash, Marshal Silverman, Barry Sonnenfeld, Chloe Sonnenfeld, Steven Spielberg, Dionne Warwick, Sylvester Stallone","new york city, secret identity, undercover, space marine, illegal immigration, deportation, new identity, giant cockroach, cannon, flying saucer, stay permit, superhero, based on comic, alien, buddy cop, fictional government agency",7.178,12318.0,https://image.tmdb.org/t/p/w500/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg,https://image.tmdb.org/t/p/original/wM1aNIXSqB8GSeQY38LOUHYMYIw.jpg,1997
353486,Jumanji: Welcome to the Jungle,Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun thrills and danger or be stuck in the game forever!,"Adventure, Action, Comedy, Fantasy",,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Rhys Darby, Bobby Cannavale, Nick Jonas, Alex Wolff, Ser'Darius Blain, Madison Iseman, Morgan Turner, Sean Buxton, Mason Guccione, Marin Hinkle, Tracey Bonner, Najah Jackson, Natasha Charles Parker, Kat Altman, Maribeth Monroe, Missi Pyle, Michael Shacket, Jamie Renell, Marc Evan Jackson, Carlease Burke, Colin Hanks, Jason New, Rohan Chand, William Tokarsky, Tait Fletcher, Stephen Dunlevy, Rob Mars, Virginia Newcomb, Sylvia Jefferies, Daniel Salyers, Tim Matheson, Tad Sallee, Ryan Baughman, Maddie Nichols, Ashley Lonardo, Friday Chamberlain, Ted Williams, Juan Gaspard, Scott Hunter, Maiya Boyd, Natasha Mayet, Danny Pardo","video game, fighter, sequel, avatar, detention, explorer, based on movie, gaming, quest, cartographer, action hero, zoologist, based on young adult novel, game characters",6.8,12298.0,https://image.tmdb.org/t/p/w500/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,https://image.tmdb.org/t/p/original/zJDMuXQDraHjtF53wikmyBQIcYe.jpg,2017
78,Blade Runner,In the smog-choked dystopian Los Angeles of 2019 blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.,"Science Fiction, Drama, Thriller",,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh, Daryl Hannah, William Sanderson, Brion James, Joe Turkel, Joanna Cassidy, James Hong, Kevin Thompson, Hy Pyke, Kimiko Hiroshige, Ben Astar, Dawna Lee Heising, Alexis Rhee, Bob Okazaki, Morgan Paull, John Edward Allen, Carolyn DeMirjian, Judith Burnett, Leo Gorcey Jr., Sharon Hesky, Kelly Hine, Tom Hutchinson, Charles Knapp, Rose Mascari, Jirô Okazaki, Steve Pope, Robert Reiter","artificial intelligence, flying car, bounty hunter, android, based on novel or book, dystopia, genetics, futuristic, fugitive, cyberpunk, los angeles california, cult film, tech noir, neo, noir, blade runner, 2010s",7.933,12220.0,https://image.tmdb.org/t/p/w500/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,https://image.tmdb.org/t/p/original/wfQTVBIQj1wJUe0jV3OZ4zOivIO.jpg,1982
1895,Star Wars: Episode III - Revenge of the Sith,The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,"Adventure, Action, Science Fiction",,"Hayden Christensen, Ewan McGregor, Natalie Portman, Ian McDiarmid, Samuel L. Jackson, Jimmy Smits, Frank Oz, Anthony Daniels, Christopher Lee, Keisha Castle, Hughes, Silas Carson, Jay Laga'aia, Bruce Spence, Wayne Pygram, Temuera Morrison, David Bowers, Oliver Ford Davies, Ahmed Best, Rohan Nichol, Jeremy Bulloch, Amanda Lucas, Kenny Baker, Peter Mayhew, Rebecca Jackson Mendoza, Joel Edgerton, Bonnie Piesse, Jett Lucas, Tux Akindoyeni, Matt Rowan, Kenji Oates, Amy Allen, Bodie Taylor, Graeme Blundell, Trisha Noble, Claudia Karvan, Keira Wingate, Hayley Mooy, Sandi Finlay, Katie Lucas, Genevieve O'Reilly, Warren Owens, Kee Chan, Rena Owen, Christopher Kirby, Matthew Wood, Kristy Wright, Coinneach Alexander, Mousy McCallum, Michael Kingma, Axel Dench, Steven Foy, Julian Khazzouh, James Rowland, David Stiff, Robert Cope, George Lucas, Nick Gillard, Aidan Barton, James Earl Jones, Ben Cooke, David Acord, Paul Bateman, Ross Beadman, Jerome St. John Blake, Robert M. Bouffard, Jill Brooks, Gene Bryant, Josh Canning, Dominique Chionchio, Rob Coleman, Fay David, Caroline de Souza Correa, Eliana Dona, Malcolm Eager, Nina Fallon, Tim Gibbons, Roger Guyett, Chantal Harrison, Philip Harvey, Pablo Hidalgo, Ali Keshavji, Shaun R.L. King, Goran D. Kleut, John Knoll, Gervais Koffi, John M. Levin, Janet Lewin, Bai Ling, Dean Mitchell, Paul James Nicholson, Blake Nickle, Denise Ream, Anthony Reyna, Christopher Rodriguez, Hamish Roxburgh, Mike Savva, Jacqui Louez Schoorl, Lisa Shaunessy, Orli Shoshan, John Sigurdson, Christian Simpson, Paul Spence, Suzie Steen, Richard Stride, Marty Wetherill, Aaliyah Williams, Masa Yamaguchi, Matt Sloan, Paul Davies, Marton Csokas, Lawrence Foster","showdown, vision, cult figure, hatred, dream sequence, expectant mother, space opera, chancel, galactic war",7.398,12206.0,https://image.tmdb.org/t/p/w500/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg,https://image.tmdb.org/t/p/original/5vDuLrjJXFS9PTF7Q1xzobmYKR9.jpg,2005
8966,Twilight,When Bella Swan moves to a small town in the Pacific Northwest she falls in love with Edward Cullen a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions Bella can't stay away from him a fatal move that endangers her own life.,"Fantasy, Drama, Romance",,"Kristen Stewart, Robert Pattinson, Billy Burke, Peter Facinelli, Elizabeth Reaser, Cam Gigandet, Ashley Greene, Anna Kendrick, Nikki Reed, Taylor Lautner, Kellan Lutz, Jackson Rathbone, Michael Welch, Gil Birmingham, Justin Chon, Christian Serratos, José Zúñiga, Rachelle Lefevre, Edi Gathegi, Sarah Clarke, Matt Bushell, Gregory Tyree Boyce, Trish Egan, Ayanna Berkshire, Ned Bellamy, Bryce Flint, Sommerville, Solomon Trimble, Alexander Mendeluk, Hunter Jackson, Gavin Bristol, Sean McGrath, Katie Powers, Catherine Grimme, William Joseph Elk III, Victoria Geil, Stephenie Meyer, Rick Mora, Rana Morrison, Edward Stiner, Robert Zorn, Humberto Amor, Kristopher Hyatt, Sherry Nelson, Tyler Nordby, Trip Ross, Josh Turner, Maggie, Jo Turner","soulmates, based on novel or book, vampire, forbidden love, immortality, high school, teen movie, trust, desire, washington state, duringcreditsstinger, woman director, interspecies romance, based on young adult novel, supernatural power, good versus evil, high school romance, vampire human love",6.292,12176.0,https://image.tmdb.org/t/p/w500/60IEwC4FaHSRpVEAM6iNpXZ5oSA.jpg,https://image.tmdb.org/t/p/original/weAYfu6FfrNxEDJ3xH1XpgQcqUv.jpg,2008
62177,Brave,Brave is set in the mystical Scottish Highlands where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin the surly Lord Macintosh and the disagreeable Lord Dingwall.,"Animation, Adventure, Comedy, Family, Action, Fantasy",,"Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd, Craig Ferguson, Sally Kinghorn, Eilidh Fraser, Peigi Barker, Steven Cree, Steve Purcell, Callum O'Neill, Patrick Doyle, John Ratzenberger","scotland, rebel, bravery, kingdom, archer, wish, bear, scot, rebellious daughter, turns into animal, archery, ruins, aftercreditsstinger, peace offering, woman director, quest",7.006,12175.0,https://image.tmdb.org/t/p/w500/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg,https://image.tmdb.org/t/p/original/qx9ts2hBYJrkIQxhryitxnLlm2u.jpg,2012
102651,Maleficent,A beautiful pure-hearted young woman Maleficent has an idyllic life growing up in a peaceable forest kingdom until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge Maleficent faces an epic battle with the invading King's successor and as a result places a curse upon his newborn infant Aurora. As the child grows Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.,"Fantasy, Adventure, Action, Family, Romance",,"Angelina Jolie, Elle Fanning, Imelda Staunton, Sharlto Copley, Lesley Manville, Juno Temple, Sam Riley, Brenton Thwaites, Kenneth Cranham, Sarah Flind, Michael Higgins, Isobelle Molloy, Jackson Bews, Ella Purnell, Jamie Sives, Angus Wright, Hannah New, Oliver Maltman, Gary Cargill, John O'Toole, Janet McTeer, Harry Attwell, Mark Caven, James Hicks, Anthony May, Stephan Chase, Chris Leaney, Jamie Maclachlan, Vivienne Jolie, Pitt, Eleanor Worthington, Cox, John Macmillan, Tim Treloar, Peter G. Reed, Marama Corlett, Liam McKenna, Steven Cree, Sandy Fox, James Ayling, Raf Cross, Alfred Camp, Terri Douglas, Damon Driver, Josh Dyer, Stephanie Elstob, Ellis Fuller, Craig Garner, Alexander Gillison, Victoria Gugenheim, Daniel Harland, Kara Lily Hayworth, John Heartstone, Matt Hookings, Craig Izzard, Ceri Jerome, Zahara Jolie, Pitt, Lee Edward Jones, Hrvoje Klecz, Karen Mkrtchyan, João Costa Menezes, Matthew John Morley, Steven John Nice, Jo Osmond, Andrew James Porter, Guy Potter, Marc Rolfe, Jd Roth, round, Julian Seager, Daniel Stisen, Leo Suter, Tom Swacha, Richard Summers, Calvert","fairy, fairy tale, villain, betrayal, curse, dark fantasy, based on fairy tale, retelling, literary adaptation, wings, live action remake",7.09,12121.0,https://image.tmdb.org/t/p/w500/ik8PugpL41s137RAWEGTAWu0dPo.jpg,https://image.tmdb.org/t/p/original/xjotE7aFdZ0D8aGriYjFOtDayct.jpg,2014
87827,Life of Pi,The story of an Indian boy named Pi a zookeeper's son who finds himself in the company of a hyena zebra orangutan and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.,"Adventure, Drama",,"Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur, Adil Hussain, Tabu, Ayaan Khan, Mohd Abbas Khaleeli, Vibish Sivakumar, Rafe Spall, Gérard Depardieu, James Saito, Jun Naito, Andrea Di Stefano, Shravanthi Sainath, Elie Alouf, T.M. Karthik, Amarendran Ramanan, Hari Mina Bala, Wang Bo, chieh, Ko I, Chen, Jag Huang, Ravi Natesan, Adyant Balaji, Chirag Agarwal, Ahan André Kamath, Om Kamath, Srilekh Katta, Swati Van Rijswijk, M. Keerthana, Indumohan Poornima, Josephine Nithya B., Samyuktha S., A. Deiva Sundari, G. Vasantakumary, A. Vithya, Mythili Prakash, Raj Patel, Hadiqa Hamid, Iswar Srikumar, Padmini Ramachandran","sea, loss of loved one, 1970s, faith, zebra, survival, young boy, zookeeper, orangutan, teenage boy, hyena, meerkat, magic realism, cargo ship, lifeboat, injured animal, storm at sea, told in flashback, wreckage, loss of family, teenage protagonist, family loss",7.4,12064.0,https://image.tmdb.org/t/p/w500/mYDKm9HxImm8PRru3KbkHAe1cmk.jpg,https://image.tmdb.org/t/p/original/7H01zprUY67n7bdcFg6VMvrkNjs.jpg,2012
246655,X-Men: Apocalypse,After the re-emergence of the world's first mutant world-destroyer Apocalypse the X-Men must unite to defeat his extinction level plan.,"Action, Adventure, Science Fiction, Fantasy",,"James McAvoy, Jennifer Lawrence, Michael Fassbender, Oscar Isaac, Nicholas Hoult, Rose Byrne, Tye Sheridan, Sophie Turner, Evan Peters, Olivia Munn, Kodi Smit, McPhee, Alexandra Shipp, Lucas Till, Josh Helman, Ben Hardy, Lana Condor, Warren Scherer, Rochelle Okoye, Monique Ganderton, Fraser Aitcheson, Abdulla Hamam, Hesham Hammoud, Antonio Daniel Hidalgo, Al Maini, Berdj Garabedian, Ally Sheedy, Anthony Konechny, Emma Elle Paterson, Manuel Sinor, Gustave Ouimet, Lukas Penar, Ryan Hollyman, Joanne Boland, Nabeel El Khafif, Manuel Tadros, Abanoub Andraous, Aladeen Tawfeek, Carolina Bartczak, T. J. McGibbon, Davide Chiazzese, Sebastian Naskrent, Boris Sichon, Martin Skorek, Kamil Orzechowski, Michael Terlecki, Ahmed Osman, Ziad Ghanem, Moataz Fathi, Tómas Lemarquis, James Loye, Zehra Leverman, Herb Luft, Stan Lee, Joan Lee, Stephen Bogaert, John Bourgeois, Conrad Coates, Dan Lett, Adrian G. Griffiths, Shawn Campbell, Joe Cobden, Henry Hallowell, Danielle Dury, Naomi Frenette, Aj Risi, Raphaël Dury, Ilan Rosenberg, Erika Heather Mergl, Tauntaun, Mary, Piper Gaudet, Josh Madryga, Scott Cook, Allen Keng, Tally Rodin, Francis Limoges, Tsu, Ching Yu, Karl Walcott, Desmond Campbell, Ian Geldart, John Ottman, Linda Joyce Nourse, Zeljko Ivanek, Christopher B. MacCabe, Chris Cavener, Ronald Tremblay, Joseph Bellerose, Philippe Hartmann, Sebastien R. Teller, Alexander Peganov, Simon Therrien, Patrice Martre, James Malloch, Vladimir Alexis, Jason Deline, Hugh Jackman","hero, mutant, superhero, based on comic, superhuman, super power, superhero team, world domination, aftercreditsstinger, 1980s",6.514,11989.0,https://image.tmdb.org/t/p/w500/lRxsDK4exeEgKoXqI4zdr0Vl0yk.jpg,https://image.tmdb.org/t/p/original/2ex2beZ4ssMeOduLD0ILzXKCiep.jpg,2016
